0,0,1646342003,529,23,25,211,0,3488,0,2.72
0,0,1646342006,529,23,25,211,0,3488,0,3.24
0,0,1646342009,529,23,25,211,0,3488,0,2.72
0,0,1646342012,529,23,25,211,0,3488,0,2.73
0,0,1646342015,530,23,25,211,0,3488,0,3.23
0,0,1646342018,531,23,26,211,0,3488,0,2.72
0,0,1646342021,532,23,26,211,0,3488,0,3.24
0,0,1646342024,536,23,26,211,0,3488,0,2.72
0,0,1646342027,546,23,26,211,0,3488,0,2.73
0,0,1646342030,580,23,26,211,0,3488,0,3.23
0,0,1646342033,589,23,26,211,0,3488,0,2.72
0,0,1646342036,584,23,26,211,0,3488,0,3.23
0,0,1646342039,582,23,26,211,0,3488,0,2.73
0,0,1646342042,574,23,25,211,0,3488,0,2.72
0,0,1646342045,571,23,25,211,0,3488,0,3.26
0,0,1646342048,568,23,25,211,0,3488,0,2.72
0,0,1646342051,566,23,25,211,0,3488,0,3.22
0,0,1646342054,564,23,25,211,0,3488,0,2.72
0,0,1646342057,555,23,25,211,0,3488,0,2.72
0,0,1646342060,551,23,25,211,0,3488,0,3.26
0,0,1646342063,541,23,25,211,0,3488,0,2.72
0,0,1646342066,538,23,25,211,0,3488,0,3.23
0,0,1646342069,536,23,25,211,0,3488,0,2.72
0,0,1646342072,537,23,25,211,0,3488,0,2.72
0,0,1646342075,536,23,25,211,0,3488,0,3.26
0,0,1646342078,535,23,25,211,0,3488,0,2.72
0,0,1646342081,533,23,25,211,0,3488,0,3.23
0,0,1646342084,530,23,25,211,0,3488,0,2.73
0,0,1646342087,529,23,25,211,0,3488,0,2.72
0,0,1646342090,530,23,25,211,0,3488,0,3.26
0,0,1646342093,529,23,25,211,0,3488,0,2.73
0,0,1646342096,529,23,25,211,0,3488,0,3.22
0,0,1646342099,528,23,25,211,0,3488,0,2.72
0,0,1646342102,525,23,25,211,0,3488,0,2.72
0,0,1646342105,525,23,25,211,0,3488,0,3.27
0,0,1646342108,522,23,25,211,0,3488,0,2.72
0,0,1646342111,522,23,25,211,0,3488,0,3.24
0,0,1646342114,523,23,25,211,0,3488,0,2.72
0,0,1646342117,524,23,25,211,0,3488,0,2.73
0,0,1646342120,526,23,25,211,0,3488,0,3.26
0,0,1646342123,526,23,25,211,0,3488,0,2.73
0,0,1646342126,525,23,25,211,0,3488,0,3.23
0,0,1646342129,524,23,25,211,0,3488,0,2.72
0,0,1646342132,523,23,25,211,0,3488,0,2.72
0,0,1646342135,523,23,25,212,0,3488,0,3.26
0,0,1646342138,522,23,24,211,0,3488,0,2.73
0,0,1646342141,523,23,24,211,0,3488,0,3.23
0,0,1646342144,522,23,24,211,0,3488,0,3.23
0,0,1646342147,521,23,24,211,0,3488,0,2.72
0,0,1646342150,521,23,24,211,0,3488,0,3.26
0,0,1646342153,521,23,24,211,0,3488,0,2.72
0,0,1646342156,521,23,24,210,0,3488,0,3.23
0,0,1646342159,521,23,24,211,0,3488,0,3.23
0,0,1646342162,520,23,24,211,0,3488,0,2.73
0,0,1646342165,519,23,24,211,0,3488,0,3.26
0,0,1646342168,517,23,24,211,0,3488,0,2.72
0,0,1646342171,516,23,24,211,0,3488,0,3.22
0,0,1646342174,514,23,24,211,0,3488,0,3.23
0,0,1646342177,514,23,24,211,0,3488,0,2.72
0,0,1646342180,514,23,24,211,0,3488,0,3.26
0,0,1646342183,512,23,24,211,0,3488,0,2.72
0,0,1646342186,512,23,24,211,0,3488,0,3.23
0,0,1646342189,511,23,24,211,0,3488,0,3.23
0,0,1646342192,509,23,24,211,0,3488,0,2.73
0,0,1646342195,507,23,24,211,0,3488,0,3.26
0,0,1646342198,507,23,24,211,0,3488,0,2.73
0,0,1646342201,506,23,24,211,0,3488,0,3.22
