Time,Voltage(V),Current(A),D+(V),D-(V)
13:39:34,4.885,1.138,0.71,0.36
13:39:35,4.883,1.138,0.71,0.38
13:39:36,4.883,1.1391,0.71,0.46
13:39:37,4.885,1.1389,0.71,0.36
13:39:38,4.883,1.1388,0.69,0.36
13:39:39,4.883,1.139,0.66,0.36
13:39:40,4.883,1.1392,0.71,0.36
13:39:41,4.883,1.1393,0.71,0.36
13:39:42,4.885,1.1393,0.66,0.33
13:39:43,4.885,1.1393,0.71,0.36
13:39:44,4.885,1.138,0.71,0.36
13:39:45,4.885,1.1368,0.7,0.38
13:39:46,4.886,1.1336,0.7,0.37
13:39:47,4.886,1.1401,0.6,0.31
13:39:48,4.886,1.1402,0.7,0.38
13:39:49,4.885,1.1402,0.7,0.38
13:39:50,4.884,1.1401,0.7,0.38
13:39:51,4.885,1.1401,0.67,0.37
13:39:52,4.885,1.1401,0.7,0.38
13:39:53,4.886,1.1402,0.7,0.37
13:39:54,4.886,1.1402,0.7,0.38
13:39:55,4.885,1.1389,0.7,0.38
13:39:56,4.886,1.1324,0.7,0.38
13:39:57,4.885,1.1384,0.7,0.37
13:39:58,4.885,1.1403,0.69,0.35
13:39:59,4.885,1.1405,0.71,0.36
13:40:00,4.884,1.1406,0.71,0.35
13:40:01,4.883,1.1404,0.71,0.36
13:40:02,4.885,1.1401,0.71,0.36
13:40:03,4.883,1.14,0.67,0.34
13:40:04,4.885,1.14,0.58,0.31
13:40:05,4.885,1.14,0.71,0.36
13:40:06,4.885,1.1374,0.71,0.36
13:40:07,4.885,1.1391,0.71,0.36
13:40:08,4.885,1.1342,0.71,0.36
13:40:09,4.885,1.1374,0.71,0.36
13:40:10,4.885,1.134,0.71,0.36
13:40:11,4.885,1.1342,0.7,0.36
13:40:12,4.885,1.1395,0.61,0.31
13:40:13,4.885,1.1407,0.71,0.36
13:40:14,4.885,1.1405,0.71,0.36
13:40:15,4.885,1.1407,0.71,0.36
13:40:16,4.882,1.1408,0.71,0.36
13:40:17,4.885,1.1406,0.71,0.36
13:40:18,4.883,1.1405,0.7,0.37
13:40:19,4.885,1.1401,0.67,0.36
13:40:20,4.885,1.1401,0.7,0.38
13:40:21,4.885,1.1388,0.7,0.38
13:40:22,4.885,1.1389,0.7,0.38
13:40:23,4.885,1.1332,0.7,0.37
13:40:24,4.885,1.133,0.68,0.37
13:40:25,4.885,1.1342,0.7,0.38
13:40:26,4.884,1.1339,0.7,0.38
13:40:27,4.885,1.138,0.68,0.36
13:40:28,4.885,1.1393,0.64,0.33
13:40:29,4.885,1.1409,0.69,0.37
13:40:30,4.884,1.1409,0.7,0.38
13:40:31,4.882,1.1407,0.7,0.38
13:40:32,4.884,1.141,0.7,0.38
13:40:33,4.883,1.1397,0.7,0.38
