Time,Voltage(V),Current(A),D+(V),D-(V)
10:04:40,6.441,0.0003,0.99,0.76
10:04:41,6.447,0.0006,1.01,0.67
10:04:42,6.449,0.0004,0.97,0.61
10:04:43,6.459,0.0003,1,0.6
10:04:44,6.462,0.0003,0.92,0.54
10:04:45,4.73,0.0013,0.89,0.44
10:04:46,4.731,0.0138,0.93,0.48
10:04:47,4.754,0.0136,0.9,0.44
10:04:48,4.723,0.0153,0.84,0.43
10:04:49,4.713,0.0148,0.89,0.44
10:04:50,4.776,0.0096,0.93,0.46
10:04:51,4.734,0.0148,0.94,0.47
10:04:52,4.71,0.0116,0.91,0.46
10:04:53,4.653,0.0096,1.01,0.62
10:04:54,4.682,0.0067,0.76,0.37
10:04:55,4.642,0.0106,0.8,0.4
10:04:56,4.639,0.0102,0.97,0.42
10:04:57,4.633,0.0105,0.97,0.44
10:04:58,4.638,0.0146,0.97,0.44
10:04:59,4.637,0.0142,0.95,0.45
10:05:00,4.629,0.0112,0.99,0.46
10:05:01,4.639,0.0148,0.76,0.35
10:05:02,4.637,0.0146,0.99,0.44
10:05:03,4.639,0.0148,0.97,0.42
10:05:04,4.638,0.0146,0.98,0.46
10:05:05,4.642,0.0147,1.01,0.47
10:05:06,4.637,0.0146,0.93,0.44
10:05:07,4.639,0.011,0.74,0.35
10:05:08,4.634,0.0108,0.74,0.36
10:05:09,4.631,0.0179,0.76,0.35
10:05:10,4.631,0.0179,1,0.49
10:05:11,4.586,0.0179,0.97,0.46
10:05:12,4.551,0.0179,0.98,0.49
10:05:13,4.312,0.0179,0.71,0.31
10:05:14,4.628,0.0178,0.71,0.35
10:05:15,4.639,0.0178,0.99,0.44
10:05:16,4.63,0.0175,0.97,0.42
10:05:17,4.63,0.0108,0.98,0.47
10:05:18,4.632,0.0142,0.74,0.35
10:05:19,4.619,0.0183,0.69,0.35
10:05:20,4.619,0.0183,0.96,0.48
10:05:21,4.591,0.0183,0.86,0.43
10:05:22,4.343,0.0184,0.93,0.44
10:05:23,4.329,0.0183,0.9,0.42
10:05:24,4.364,0.0184,0.98,0.46
10:05:25,4.388,0.0184,0.71,0.36
10:05:26,4.653,0.0182,0.73,0.36
10:05:27,4.631,0.0182,0.76,0.39
10:05:28,4.64,0.0157,0.76,0.38
10:05:29,4.634,0.011,0.97,0.43
10:05:30,4.636,0.0112,0.74,0.36
10:05:31,4.623,0.0187,0.71,0.34
10:05:32,4.623,0.0186,0.98,0.47
10:05:33,4.58,0.0186,0.68,0.35
10:05:34,4.402,0.0186,0.76,0.39
10:05:35,4.378,0.0186,0.72,0.34
10:05:36,4.636,0.0186,0.68,0.31
10:05:37,4.636,0.0186,1,0.5
10:05:38,4.638,0.0165,0.93,0.44
10:05:39,4.631,0.0161,0.92,0.45
10:05:40,4.628,0.0138,0.75,0.4
10:05:41,4.631,0.0161,0.97,0.39
10:05:42,4.634,0.012,0.74,0.34
10:05:43,4.624,0.0191,0.74,0.34
10:05:44,4.624,0.0191,1.01,0.49
10:05:45,4.578,0.0191,0.99,0.46
10:05:46,4.347,0.019,0.9,0.43
10:05:47,4.569,0.0191,0.78,0.37
10:05:48,4.476,0.0191,0.72,0.32
10:05:49,4.646,0.019,0.65,0.32
10:05:50,4.637,0.019,1,0.48
10:05:51,4.632,0.0165,0.97,0.47
10:05:52,4.629,0.0118,0.97,0.48
10:05:53,4.638,0.012,0.66,0.32
10:05:54,4.617,0.0193,0.78,0.35
10:05:55,4.617,0.0194,0.99,0.46
10:05:56,4.531,0.0194,0.99,0.45
10:05:57,4.41,0.0194,0.94,0.44
10:05:58,4.348,0.0194,0.93,0.42
10:05:59,4.372,0.0195,0.98,0.46
10:06:00,4.379,0.0195,0.7,0.31
10:06:01,4.644,0.0195,0.68,0.31
10:06:02,4.634,0.0195,1,0.48
10:06:03,4.638,0.0175,0.98,0.47
10:06:04,4.631,0.0165,0.99,0.47
10:06:05,4.636,0.0122,0.75,0.37
10:06:06,4.639,0.0173,0.64,0.33
10:06:07,4.625,0.0197,0.77,0.39
10:06:08,4.625,0.0198,0.99,0.45
10:06:09,4.617,0.0198,0.96,0.46
10:06:10,4.404,0.0198,0.97,0.47
10:06:11,4.385,0.0199,0.96,0.47
10:06:12,4.573,0.02,0.72,0.32
10:06:13,4.641,0.0199,0.71,0.33
10:06:14,4.641,0.0199,1.01,0.46
10:06:15,4.632,0.0183,0.99,0.47
10:06:16,4.628,0.0132,0.75,0.36
10:06:17,4.624,0.0205,0.72,0.36
10:06:18,4.624,0.0205,0.98,0.47
10:06:19,4.525,0.0205,0.72,0.36
10:06:20,4.423,0.0206,0.91,0.41
10:06:21,4.569,0.0206,1.01,0.44
10:06:22,4.41,0.0206,0.98,0.48
10:06:23,4.409,0.0206,0.66,0.29
10:06:24,4.631,0.0207,0.74,0.35
10:06:25,4.628,0.0207,0.96,0.47
10:06:26,4.631,0.0181,0.81,0.38
10:06:27,4.634,0.018,0.99,0.41
10:06:28,4.623,0.0176,0.74,0.32
10:06:29,4.622,0.0211,0.73,0.35
10:06:30,4.622,0.0211,1.01,0.49
10:06:31,4.589,0.0212,0.84,0.41
10:06:32,4.368,0.0211,0.91,0.45
10:06:33,4.535,0.0212,0.75,0.37
10:06:34,4.626,0.0211,0.72,0.33
10:06:35,4.633,0.0211,1,0.47
10:06:36,4.629,0.0189,0.79,0.39
10:06:37,4.639,0.0199,0.98,0.46
10:06:38,4.63,0.0165,0.75,0.38
10:06:39,4.627,0.0146,0.68,0.35
10:06:40,4.622,0.0219,0.59,0.28
10:06:41,4.622,0.0219,0.99,0.48
10:06:42,4.593,0.0219,0.93,0.45
10:06:43,4.427,0.022,0.99,0.47
10:06:44,4.41,0.0219,0.65,0.32
10:06:45,4.651,0.022,0.74,0.36
10:06:46,4.633,0.022,0.96,0.42
10:06:47,4.634,0.0193,0.98,0.42
10:06:48,4.625,0.0148,0.81,0.4
10:06:49,4.631,0.0191,0.97,0.47
10:06:50,4.631,0.0144,0.88,0.4
10:06:51,4.634,0.0145,0.76,0.4
10:06:52,4.631,0.0193,0.74,0.39
10:06:53,4.627,0.0155,0.77,0.38
10:06:54,4.63,0.0197,0.84,0.42
10:06:55,4.631,0.0227,0.72,0.34
10:06:56,4.631,0.0227,0.99,0.46
10:06:57,4.504,0.0228,0.9,0.43
10:06:58,4.457,0.023,0.97,0.47
10:06:59,4.542,0.0231,0.7,0.31
10:07:00,4.628,0.0231,0.69,0.32
10:07:01,4.631,0.0231,1,0.47
10:07:02,4.63,0.0177,0.98,0.45
10:07:03,4.627,0.0165,0.95,0.42
10:07:04,4.632,0.0164,0.73,0.35
10:07:05,4.63,0.0164,0.7,0.33
10:07:06,4.635,0.0163,0.91,0.38
10:07:07,4.631,0.0211,0.95,0.44
10:07:08,4.637,0.0173,0.99,0.48
10:07:09,4.629,0.0172,0.97,0.46
10:07:10,4.636,0.0185,0.97,0.45
10:07:11,4.628,0.0182,1,0.46
10:07:12,4.63,0.0178,0.76,0.38
10:07:13,4.625,0.018,0.98,0.43
10:07:14,4.63,0.0228,1.02,0.45
10:07:15,4.634,0.0201,0.93,0.41
10:07:16,4.632,0.0185,0.96,0.43
10:07:17,4.63,0.0221,0.99,0.48
10:07:18,4.631,0.0197,0.77,0.35
10:07:19,4.628,0.0198,1.01,0.41
10:07:20,4.63,0.0198,0.99,0.39
10:07:21,4.629,0.0248,1.01,0.47
10:07:22,4.63,0.0211,1.01,0.47
10:07:23,4.627,0.0256,0.99,0.44
10:07:24,4.629,0.0223,0.74,0.35
10:07:25,4.637,0.0242,1,0.46
10:07:26,4.627,0.0221,1.01,0.41
10:07:27,4.63,0.0274,0.79,0.35
10:07:28,4.625,0.0228,0.94,0.41
10:07:29,4.633,0.0244,1.01,0.47
10:07:30,4.627,0.029,1.01,0.48
10:07:31,4.633,0.024,0.69,0.32
10:07:32,4.631,0.0315,0.6,0.26
10:07:33,4.631,0.0325,1.02,0.47
10:07:34,4.57,0.0324,0.93,0.4
10:07:35,4.533,0.0327,0.92,0.41
10:07:36,4.6,0.0331,0.76,0.35
10:07:37,4.548,0.0343,0.75,0.36
10:07:38,4.58,0.0345,0.72,0.37
10:07:39,4.635,0.0355,0.7,0.33
10:07:40,4.631,0.0355,0.76,0.36
10:07:41,4.629,0.0341,0.76,0.36
10:07:42,4.632,0.0339,0.74,0.34
10:07:43,4.626,0.0375,0.71,0.33
10:07:44,4.626,0.0377,0.74,0.37
10:07:45,4.613,0.038,0.76,0.34
10:07:46,4.607,0.039,0.76,0.36
10:07:47,4.604,0.0394,0.73,0.35
10:07:48,4.632,0.0412,0.67,0.32
10:07:49,4.632,0.0412,0.76,0.37
10:07:50,4.63,0.0392,0.76,0.37
10:07:51,4.631,0.0359,0.76,0.36
10:07:52,4.627,0.0373,0.69,0.32
10:07:53,4.629,0.0446,0.6,0.28
