Time,Voltage(V),Current(A),D+(V),D-(V)
10:15:36,7.161,0,0.72,0.36
10:15:37,7.156,0,0.74,0.34
10:15:38,7.153,0,0.75,0.36
10:15:39,7.147,0,0.75,0.36
10:15:40,7.146,0.0499,0.73,0.33
10:15:41,5.624,0.5894,0.75,0.4
10:15:42,4.684,0.5884,0.73,0.37
10:15:43,4.678,0.5887,0.73,0.36
10:15:44,4.674,0.5884,0.74,0.35
10:15:45,4.677,0.588,0.74,0.37
10:15:46,4.675,0.5878,0.74,0.39
10:15:47,4.679,0.5874,0.74,0.38
10:15:48,4.675,0.5873,0.71,0.36
10:15:49,4.678,0.5868,0.74,0.37
10:15:50,4.678,0.5864,0.74,0.35
10:15:51,4.678,0.5864,0.74,0.38
10:15:52,4.677,0.5861,0.74,0.37
10:15:53,4.675,0.5858,0.75,0.36
10:15:54,4.679,0.5857,0.75,0.36
10:15:55,4.68,0.5854,0.74,0.36
10:15:56,4.679,0.5853,0.73,0.35
10:15:57,4.677,0.5852,0.75,0.35
10:15:58,4.678,0.585,0.75,0.36
10:15:59,4.677,0.585,0.75,0.36
10:16:00,4.677,0.5846,0.75,0.36
10:16:01,4.677,0.5846,0.75,0.36
10:16:02,4.677,0.5843,0.74,0.36
10:16:03,4.678,0.5833,0.75,0.35
10:16:04,4.677,0.5831,0.75,0.35
10:16:05,4.677,0.5829,0.75,0.36
10:16:06,4.677,0.5828,0.72,0.34
10:16:07,4.681,0.5815,0.68,0.33
10:16:08,4.677,0.5815,0.7,0.33
10:16:09,4.681,0.5805,0.74,0.34
10:16:10,4.676,0.5754,0.75,0.35
10:16:11,4.68,0.5773,0.75,0.36
10:16:12,4.677,0.5736,0.62,0.3
10:16:13,4.68,0.5801,0.74,0.35
10:16:14,4.68,0.5801,0.75,0.36
10:16:15,4.677,0.5797,0.74,0.36
10:16:16,4.676,0.5796,0.75,0.34
10:16:17,4.677,0.5785,0.74,0.36
10:16:18,4.678,0.5782,0.72,0.34
10:16:19,4.683,0.5782,0.75,0.36
10:16:20,4.679,0.576,0.97,0.52
10:16:21,4.683,0.5708,0.7,0.36
10:16:22,4.696,0.5726,0.75,0.35
10:16:23,4.698,0.5724,0.71,0.34
10:16:24,4.703,0.5785,0.65,0.32
10:16:25,4.703,0.5783,0.75,0.36
10:16:26,4.702,0.5781,0.75,0.36
10:16:27,4.692,0.5782,0.74,0.36
10:16:28,4.697,0.5779,0.74,0.35
10:16:29,4.694,0.5777,0.59,0.28
10:16:30,4.694,0.5772,0.74,0.35
10:16:31,4.69,0.5772,0.75,0.36
10:16:32,4.706,0.576,0.74,0.35
10:16:33,4.686,0.57,0.64,0.32
10:16:34,4.701,0.5754,0.73,0.35
10:16:35,4.701,0.5755,0.74,0.37
10:16:36,4.701,0.5759,0.75,0.35
10:16:37,4.691,0.5754,0.74,0.34
10:16:38,4.697,0.575,0.75,0.36
10:16:39,4.692,0.575,0.74,0.35
10:16:40,4.691,0.5746,0.7,0.34
10:16:41,4.692,0.5728,0.64,0.31
10:16:42,4.697,0.5728,0.75,0.35
10:16:43,4.689,0.5706,0.75,0.36
10:16:44,4.698,0.5702,0.72,0.34
10:16:45,4.689,0.5722,0.67,0.32
10:16:46,4.689,0.5721,0.74,0.36
10:16:47,4.699,0.5721,0.75,0.36
10:16:48,4.696,0.5718,0.75,0.35
10:16:49,4.696,0.5708,0.75,0.35
10:16:50,4.696,0.5708,0.62,0.3
10:16:51,4.696,0.5696,0.73,0.37
10:16:52,4.69,0.5696,0.74,0.39
10:16:53,4.693,0.5675,0.73,0.37
10:16:54,4.691,0.5621,0.72,0.36
10:16:55,4.693,0.562,0.73,0.36
10:16:56,4.69,0.5689,0.72,0.37
10:16:57,4.69,0.5687,0.73,0.38
10:16:58,4.699,0.5684,0.74,0.38
10:16:59,4.699,0.5682,0.68,0.36
10:17:00,4.693,0.5678,0.73,0.35
10:17:01,4.701,0.5677,0.7,0.34
10:17:02,4.697,0.5667,0.65,0.32
10:17:03,4.697,0.5667,0.75,0.44
10:17:04,4.698,0.5633,0.74,0.39
10:17:05,4.686,0.5598,0.74,0.41
10:17:06,4.694,0.5623,0.7,0.34
10:17:07,4.702,0.558,0.58,0.29
10:17:08,4.688,0.5643,0.73,0.35
10:17:09,4.688,0.5642,0.73,0.38
10:17:10,4.698,0.564,0.74,0.38
10:17:11,4.691,0.5637,0.74,0.38
10:17:12,4.694,0.5635,0.73,0.35
10:17:13,4.693,0.5621,0.71,0.34
10:17:14,4.69,0.5621,0.74,0.36
10:17:15,4.702,0.5604,0.74,0.38
10:17:16,4.693,0.5574,0.74,0.37
10:17:17,4.699,0.5537,0.75,0.36
10:17:18,4.692,0.5525,0.7,0.34
10:17:19,4.698,0.5602,0.64,0.31
10:17:20,4.698,0.56,0.73,0.34
10:17:21,4.7,0.5598,0.74,0.37
10:17:22,4.69,0.5597,0.75,0.36
10:17:23,4.696,0.5586,0.75,0.36
10:17:24,4.694,0.5585,0.59,0.29
10:17:25,4.699,0.5572,0.72,0.36
10:17:26,4.693,0.5572,0.73,0.35
10:17:27,4.699,0.5544,0.73,0.34
10:17:28,4.697,0.5501,0.73,0.35
10:17:29,4.69,0.5497,0.73,0.37
10:17:30,4.698,0.5558,0.71,0.34
10:17:31,4.698,0.5556,0.74,0.38
10:17:32,4.69,0.5553,0.72,0.36
10:17:33,4.689,0.5548,0.74,0.35
10:17:34,4.693,0.5545,0.72,0.36
10:17:35,4.691,0.5533,0.69,0.34
10:17:36,4.691,0.5533,0.74,0.38
10:17:37,4.688,0.5515,0.74,0.38
10:17:38,4.691,0.545,0.74,0.37
10:17:39,4.7,0.5451,0.73,0.36
10:17:40,4.69,0.5436,0.74,0.34
10:17:41,4.7,0.5487,0.73,0.36
10:17:42,4.691,0.5509,0.72,0.35
10:17:43,4.691,0.5509,0.74,0.38
10:17:44,4.697,0.5509,0.74,0.39
10:17:45,4.694,0.5499,0.58,0.29
10:17:46,4.697,0.5495,0.73,0.35
10:17:47,4.702,0.5495,0.74,0.37
10:17:48,4.696,0.5475,0.74,0.4
10:17:49,4.69,0.5408,0.74,0.37
10:17:50,4.696,0.5404,0.74,0.4
10:17:51,4.691,0.5458,0.73,0.37
10:17:52,4.696,0.5394,0.67,0.32
10:17:53,4.688,0.5467,0.61,0.3
10:17:54,4.688,0.5469,0.74,0.4
10:17:55,4.694,0.5466,0.74,0.38
10:17:56,4.688,0.5466,0.74,0.36
10:17:57,4.692,0.5456,0.64,0.32
10:17:58,4.687,0.5454,0.74,0.36
10:17:59,4.697,0.5454,0.75,0.35
10:18:00,4.686,0.543,0.75,0.35
10:18:01,4.7,0.5412,0.75,0.36
10:18:02,4.687,0.5365,0.75,0.36
10:18:03,4.703,0.5365,0.73,0.35
10:18:04,4.687,0.5432,0.71,0.35
10:18:05,4.687,0.543,0.74,0.35
10:18:06,4.698,0.5426,0.75,0.34
10:18:07,4.691,0.5422,0.75,0.36
10:18:08,4.696,0.5412,0.72,0.35
10:18:09,4.695,0.541,0.68,0.34
10:18:10,4.7,0.541,0.71,0.36
10:18:11,4.694,0.5379,0.74,0.39
10:18:12,4.7,0.5337,0.72,0.35
10:18:13,4.693,0.5396,0.7,0.34
10:18:14,4.693,0.5395,0.75,0.36
10:18:15,4.697,0.5392,0.75,0.36
10:18:16,4.69,0.539,0.74,0.39
10:18:17,4.693,0.5377,0.73,0.37
10:18:18,4.688,0.5378,0.65,0.32
10:18:19,4.692,0.5376,0.55,0.26
10:18:20,4.691,0.5376,0.74,0.4
10:18:21,4.685,0.5345,0.74,0.38
10:18:22,4.686,0.5286,0.74,0.4
10:18:23,4.692,0.5298,0.6,0.31
10:18:24,4.688,0.5353,0.73,0.35
10:18:25,4.688,0.5341,0.73,0.34
10:18:26,4.696,0.5337,0.73,0.34
10:18:27,4.69,0.5347,0.74,0.39
10:18:28,4.697,0.5359,0.74,0.39
10:18:29,4.696,0.5355,0.74,0.38
10:18:30,4.692,0.5341,0.68,0.34
10:18:31,4.7,0.5327,0.61,0.29
10:18:32,4.692,0.5327,0.77,0.39
10:18:33,4.707,0.6117,0.95,0.48
10:18:34,4.707,0.605,0.69,0.34
10:18:35,4.708,0.6123,0.66,0.32
10:18:36,4.708,0.6135,0.65,0.27
10:18:37,4.467,0.5086,0.74,0.35
10:18:38,4.694,0.528,0.75,0.35
10:18:39,4.693,0.5279,0.67,0.32
10:18:40,4.699,0.529,0.59,0.29
10:18:41,4.693,0.529,0.74,0.4
10:18:42,4.7,0.5287,0.74,0.39
10:18:43,4.696,0.5237,0.73,0.36
10:18:44,4.696,0.5252,0.61,0.3
10:18:45,4.699,0.5339,0.73,0.36
10:18:46,4.699,0.5343,0.74,0.39
10:18:47,4.693,0.5369,0.74,0.38
10:18:48,4.695,0.5381,0.74,0.38
10:18:49,4.693,0.5385,0.74,0.39
